id,language,context,target,max_width
326,Spanish,"La tecnología ayuda a mejorar la seguridad, la navegación y el control del tráfico aéreo. Los controladores trabajan con sistemas nuevos que ayudan a guiar los aviones. También se estudian satélites y las comunicaciones para que las",personas puedan hablar y ver la Tierra desde el espacio.,546
327,English,"Technology helps to improve safety, navigation, and air traffic control. Controllers work with new systems that help to guide airplanes. Satellites and communications are also studied so people",can talk and see the Earth from space.,374
328,Spanish,"La investigación busca materiales más ligeros y motores aún más eficientes. A pesar de cambios políticos, la ciencia y la tecnología siguen un camino de cooperación entre países. Este periodo es un momento de crecimiento para la aviación y para la exploración espacial, con ideas nuevas","y más servicios que facilitan el trabajo de pilotos, técnicos y controladores.",731
329,English,"Research seeks lighter materials and even more efficient engines. Despite political changes, science and technology keep a path of cooperation among countries. This period is a time of growth for aviation and space exploration, with new ideas and more services","that make the work of pilots, technicians, and controllers easier.",622
330,Spanish,Hoy es 14.02.1998. En una ciudad pequeña ha ocurrido un terremoto. Muchos edificios se han derrumbado,y las calles están rotas.,229
331,English,Today is 14.02.1998. In a small city there has been an earthquake. Many buildings have collapsed,and the streets are broken.,261
332,Spanish,"Las personas buscan a sus familiares y necesitan ayuda. El equipo de respuesta a desastres llega con rapidez. Hay voluntarios,",médicos y conductores de camiones.,361
333,English,People search for their relatives and need help. The disaster response team arrives quickly. There are,"volunteers, doctors, and truck drivers.",373
334,Spanish,"Se organizan refugios temporales en la escuela y en la iglesia. Se reparte comida, agua y mantas. Se llevan a las",personas heridas a un hospital cercano.,386
335,English,"Temporary shelters are organized in the school and in the church. Food, water, and blankets are distributed. The injured are",taken to a nearby hospital.,263
336,Spanish,Los enfermeros trabajan todo el día. Los vecinos ayudan a limpiar los escombros y a buscar cosas que otras personas perdieron.,Las autoridades piden calma y cooperación.,431
337,English,Nurses work all day. Neighbors help to clean the debris and to search for things that other people have lost. The,authorities ask for calm and cooperation.,402
338,Spanish,"El objetivo es salvar vidas y volver a la normalidad. Después de unos días, el clima es mejor y se pueden planear programas de reconstrucción. Cada día, las personas se sienten más seguras gracias a la",ayuda humanitaria que llega temprano y organiza bien los recursos.,657
339,English,"The goal is to save lives and return to normal. After a few days, the weather is better and reconstruction programs can be planned. Each day, people feel safer thanks to humanitarian",aid that arrives early and organizes the resources well.,530
340,Spanish,"Las políticas de nutrición dan información. Se publican guías de alimentación simples para cada familia. Estas guías recomiendan comer verduras, frutas,",granos y proteínas en cada comida.,347
341,English,"Nutrition policies provide information. Simple dietary guides are published for each family. These guides recommend eating vegetables, fruits, grains,",and proteins at every meal.,269
342,Spanish,También se busca reducir el consumo de azúcares y sal. En muchos lugares se exige que los alimentos en las tiendas muestren etiquetas claras sobre nutrientes. Esto,ayuda a las personas a elegir mejor.,351
343,English,It also seeks to reduce the consumption of sugars and salt. In many places it is required that foods in shops show clear labels,about nutrients. This helps people choose better.,472
344,Spanish,"Otra acción importante es la fortificación de alimentos, como la sal con yodo y otros alimentos con vitaminas. Esto ayuda a prevenir deficiencias nutritivas. Los agricultores reciben apoyo en forma de crédito, semillas y formación",para producir más alimentos y respetar el medio ambiente.,573
345,English,"Another important action is food fortification, such as salt with iodine and other foods with vitamins. This helps prevent nutritional deficiencies. Farmers receive support in the form of credit, seeds, and training",to produce more food and respect the environment.,501
346,Spanish,"Así, la seguridad alimentaria puede mejorar y la nutrición de la población aumenta. En 2023, la cooperación entre países y organizaciones como la FAO y la OMS ayuda a compartir ideas. También","hay desafíos, como el cambio climático y la inflación.",529
347,English,"Thus, food security can improve and the population's nutrition increases. In 2023, cooperation between countries and organizations such as FAO and WHO helps to share ideas. There are","also challenges, such as climate change and inflation.",523
348,Spanish,"Pero las comunidades pueden colaborar: gobiernos locales, escuelas, hospitales y familias. Si cada persona aprende sobre alimentación saludable, la vida diaria cambia poco a poco. Al final, las políticas deben ser simples, seguras y sostenibles para",que todas las personas tengan comida suficiente y opciones saludables.,691
349,English,"But communities can collaborate: local governments, schools, hospitals, and families. If each person learns about healthy eating, daily life changes little by little. In the end, policies should be simple, safe, and sustainable so",that all people have enough food and healthy options.,524
350,Spanish,"Hoy, 10 de julio de 2001, escribo sobre la energía renovable y los proyectos de sostenibilidad que vemos en nuestra ciudad. En la plaza hay un cartel que explica por qué usamos menos petróleo. Las personas quieren cuidar el aire y el agua, y",por eso buscan soluciones simples para las casas y las escuelas.,620
351,English,"Today, July 10, 2001, I write about renewable energy and sustainability projects that we see in our city. In the square there is a sign that explains why we use less oil. People want to take care of the air and the water, and",that is why they look for simple solutions for homes and schools.,635
352,Spanish,"En las casas nuevas se instalan paneles solares pequeños en los techos. Cada panel recoge la luz del sol y la transforma en electricidad. A veces la electricidad no llega a toda la casa,",pero con baterías pequeñas se guarda para la noche.,508
